team_1_id,team_1_home_goals,team_1_away_goals,team_1_home_received_goals,team_1_away_received_goals,team_1_home_w,team_1_home_t,team_1_home_l,team_1_away_w,team_1_away_t,team_1_away_l,team_2_id,team_2_home_goals,team_2_away_goals,team_2_home_received_goals,team_2_away_received_goals,team_2_home_w,team_2_home_t,team_2_home_l,team_2_away_w,team_2_away_t,team_2_away_l,match_season,matchday,winner,match_home_goals,match_away_goals
109,33,29,10,9,13,2,0,13,1,1,445,26,12,31,25,7,3,6,0,4,10,290,29,HOME,1,0
107,19,21,33,27,5,1,10,2,8,6,113,24,28,21,22,7,3,6,8,4,4,530,31,AWAY,1,2
745,0,2,3,5,0,0,3,0,1,1,94,8,4,2,6,1,2,0,1,0,1,519,4,AWAY,0,3
77,5,2,2,0,3,0,0,0,3,0,263,1,1,6,1,1,1,1,0,1,2,519,5,HOME,2,0
558,6,9,18,10,2,3,4,1,2,6,89,11,7,21,11,4,2,4,0,1,7,519,17,TIE,2,2
449,4,4,6,8,0,1,3,2,0,3,99,7,6,5,7,2,1,2,1,2,1,530,8,TIE,0,0
65,18,9,1,2,5,0,0,3,2,0,328,6,4,11,10,1,1,3,1,1,3,151,9,HOME,5,0
112,13,20,29,21,4,4,7,5,2,8,102,29,35,24,17,7,4,4,8,2,5,290,29,AWAY,1,3
19,21,11,17,14,5,3,2,2,1,7,721,28,25,13,12,6,3,1,6,2,2,474,19,HOME,2,0
17,9,7,12,10,2,3,2,1,2,3,12,11,10,8,14,2,2,3,3,1,2,155,12,TIE,1,1
12,1,3,1,4,0,0,1,1,0,0,9,1,4,1,3,0,0,1,1,0,0,599,1,AWAY,1,4
12,21,16,15,18,4,4,3,4,3,4,16,19,12,21,19,2,4,5,2,2,7,155,21,HOME,4,0
61,19,18,8,8,6,3,1,6,1,2,338,12,12,13,9,4,2,3,4,2,4,151,18,AWAY,0,1
19,3,2,4,1,2,0,0,0,0,2,24,2,4,3,4,0,1,1,1,0,1,474,3,HOME,2,1
16,25,15,33,23,5,4,5,3,3,9,29,19,13,23,38,2,2,11,2,5,7,474,28,TIE,0,0
115,2,0,1,3,1,0,1,0,0,1,112,1,3,1,4,0,0,2,1,0,0,530,2,AWAY,1,3
341,5,7,4,5,1,1,1,2,0,1,76,3,3,4,4,1,1,1,2,0,1,619,5,AWAY,0,1
745,19,14,25,13,7,7,2,3,4,10,86,29,30,27,11,12,1,4,8,3,5,281,32,TIE,1,1
107,14,11,24,13,4,4,3,1,1,7,99,20,8,10,11,5,3,2,1,6,3,290,19,TIE,0,0
11,0,2,2,0,0,2,0,0,2,0,16,2,3,1,2,1,0,1,1,1,0,599,3,TIE,0,0
285,2,4,3,4,1,1,1,2,0,1,95,7,4,6,7,1,2,1,1,0,3,635,7,HOME,2,1
94,26,17,21,25,4,7,6,5,5,7,745,19,14,25,14,7,7,3,3,4,10,281,33,HOME,2,1
110,7,6,6,3,3,0,1,3,0,2,99,13,2,5,2,4,1,0,0,1,3,290,8,HOME,1,0
28,6,5,3,4,1,1,1,1,2,0,17,4,4,7,6,0,2,1,1,1,1,599,5,TIE,1,1
299,12,12,25,16,2,4,6,2,3,8,77,13,12,16,12,5,6,2,2,6,4,281,24,AWAY,0,1
65,50,41,22,12,13,2,2,10,1,7,67,18,18,37,15,6,8,3,5,2,11,468,34,HOME,5,0
397,2,3,4,4,0,2,1,1,1,1,328,5,3,4,3,2,0,1,0,2,1,468,5,TIE,1,1
16,21,12,27,17,5,2,3,2,3,6,12,8,17,24,24,1,2,7,3,3,5,474,20,HOME,2,1
394,8,11,39,28,2,2,13,1,3,13,338,21,25,25,20,7,2,8,7,3,7,151,33,AWAY,1,4
5,53,47,17,15,13,2,2,13,2,2,17,23,25,30,17,9,2,6,4,7,6,474,33,HOME,3,1
98,6,5,6,9,2,1,3,2,0,3,1107,7,0,9,9,2,1,3,0,0,5,530,10,HOME,1,0
92,5,12,10,6,1,3,2,4,1,3,558,15,10,12,10,3,3,2,1,2,3,281,13,HOME,2,1
82,2,2,2,0,1,1,0,1,0,1,250,0,0,0,2,0,0,2,0,2,0,281,3,TIE,0,0
95,24,15,30,13,8,7,0,3,3,8,88,20,14,29,13,7,4,3,3,1,11,519,28,TIE,1,1
471,27,13,18,31,4,7,4,3,4,7,584,22,28,27,11,8,2,4,5,4,6,290,28,AWAY,3,5
57,12,14,9,6,4,2,1,3,1,1,64,14,9,4,1,5,1,0,4,2,0,151,11,TIE,1,1
450,19,12,14,13,7,3,3,3,5,5,104,25,17,19,23,5,2,6,3,6,4,530,25,HOME,2,1
74,3,2,7,6,0,1,1,0,0,2,61,4,6,4,2,1,0,1,1,1,0,619,3,TIE,3,3
470,12,12,26,30,1,5,9,3,3,9,1107,14,13,23,19,4,6,5,4,2,9,290,29,AWAY,0,1
107,15,15,26,14,4,5,3,2,2,7,471,22,12,12,24,4,5,3,3,4,4,290,22,TIE,1,1
449,13,9,24,25,1,3,9,3,1,9,113,17,24,18,18,5,2,6,6,4,3,530,25,AWAY,1,2
98,4,5,6,7,1,1,2,2,0,3,5890,2,8,11,7,0,1,3,2,1,2,530,8,TIE,2,2
90,10,9,9,9,4,2,2,3,2,3,87,11,4,12,19,1,3,4,1,1,6,281,15,HOME,2,0
110,18,12,8,6,4,2,0,4,1,2,5890,6,11,16,11,0,3,3,2,2,3,530,12,HOME,4,2
109,4,7,3,1,2,0,0,3,0,0,471,9,3,4,4,3,0,0,0,1,1,290,4,HOME,2,1
584,2,2,4,3,0,0,1,1,0,1,1106,3,3,2,5,1,0,1,1,0,0,638,2,AWAY,2,3
563,23,12,26,28,4,3,8,3,3,10,76,22,22,17,17,6,7,3,6,6,3,468,30,AWAY,0,2
1044,8,2,7,4,2,1,0,1,0,2,338,6,5,7,3,2,0,1,1,0,2,151,5,HOME,4,2
1044,16,11,19,14,5,2,3,3,0,6,397,14,7,16,11,4,3,2,2,1,7,151,18,HOME,2,0
586,9,11,7,11,3,1,4,2,7,0,109,17,17,4,4,8,1,0,8,0,0,290,16,AWAY,0,1
65,6,3,1,1,1,0,0,1,1,0,394,0,1,6,3,0,1,1,0,0,1,151,2,HOME,6,1
250,10,9,16,13,3,3,5,3,5,5,94,16,10,14,17,2,6,5,2,5,4,281,23,TIE,0,0
113,35,29,16,14,11,4,2,10,3,4,102,31,37,25,17,8,5,4,9,3,5,290,33,AWAY,1,2
92,18,21,24,17,5,6,5,5,5,7,278,28,14,26,19,8,5,4,1,8,7,281,32,TIE,1,1
61,21,19,10,9,7,4,1,7,1,3,67,10,9,14,17,3,1,8,2,5,4,151,22,HOME,2,1
17,11,13,12,6,4,2,1,3,2,3,11,9,8,6,9,3,3,2,3,2,2,474,14,HOME,1,0
100,12,2,4,6,2,2,0,1,0,2,470,1,0,9,9,0,1,3,0,0,3,290,6,HOME,4,0
470,4,5,12,12,0,2,3,1,0,4,445,4,5,9,6,1,1,3,0,2,3,290,9,TIE,3,3
745,3,2,11,8,1,1,4,0,1,4,89,7,2,9,6,3,2,2,0,0,4,519,10,HOME,1,0
88,4,3,7,1,2,1,0,0,0,3,278,4,3,5,4,1,0,1,0,2,2,519,5,TIE,0,0
79,5,2,1,6,2,0,2,1,1,1,77,4,2,5,2,2,0,1,1,0,3,635,7,HOME,1,0
394,10,12,45,31,2,3,14,1,4,14,66,33,32,29,25,10,6,3,9,3,7,151,37,TIE,1,1
28,1,1,1,3,0,0,1,0,1,0,16,2,3,1,0,1,0,0,1,0,0,599,1,AWAY,1,3
90,15,10,12,14,5,3,3,3,2,5,298,11,12,12,16,2,5,4,3,4,3,281,20,HOME,3,2
61,3,5,1,2,1,0,0,2,0,0,57,3,2,3,3,1,0,1,0,0,1,151,2,HOME,3,2
397,17,15,31,18,6,4,6,3,2,12,340,20,17,29,25,4,6,6,4,4,9,151,32,AWAY,0,1
354,6,8,11,7,3,2,3,3,2,3,1044,9,9,12,12,2,3,3,2,1,5,468,15,HOME,1,0
98,6,4,5,4,2,1,0,0,2,1,102,4,5,7,1,1,1,1,0,2,1,290,5,TIE,2,2
90,22,17,25,24,7,4,6,5,3,9,95,21,19,21,10,6,10,1,6,6,5,281,33,AWAY,1,2
92,15,11,11,7,4,1,2,4,2,3,278,8,7,13,15,3,0,5,1,3,4,519,15,HOME,4,1
450,3,3,5,2,1,2,1,1,1,2,584,2,2,10,6,1,1,2,0,0,4,530,7,HOME,2,0
104,0,3,6,2,0,0,1,0,1,1,110,2,2,0,5,0,1,1,1,0,0,638,2,AWAY,0,2
86,6,5,2,1,2,0,0,1,1,0,745,2,2,6,3,0,1,1,0,0,2,281,3,HOME,4,1
78,10,6,5,5,4,3,1,2,5,1,81,30,11,9,9,7,1,0,4,1,3,519,15,AWAY,0,1
83,0,7,4,1,0,0,1,1,1,0,559,1,3,0,1,0,1,0,2,0,0,519,2,AWAY,0,1
66,25,30,20,16,7,5,1,9,2,4,64,40,24,8,7,12,2,0,9,4,1,151,27,TIE,0,0
17,4,5,8,5,1,1,1,1,0,2,6,1,2,5,4,1,0,2,0,0,3,155,5,HOME,1,0
1044,15,11,21,19,4,4,5,3,1,9,58,18,16,26,24,5,2,6,2,2,9,468,25,HOME,2,1
77,12,11,16,12,4,5,2,1,6,4,90,16,10,12,14,6,3,3,3,2,5,281,21,HOME,1,0
115,12,13,26,15,5,4,5,3,3,9,102,42,40,17,22,9,2,4,9,4,1,530,28,AWAY,2,3
83,16,17,24,8,8,2,3,3,3,8,558,10,12,22,12,4,5,4,1,6,7,519,26,TIE,0,0
65,27,9,1,4,7,0,0,3,2,0,340,4,4,13,8,0,4,2,1,1,4,151,11,HOME,6,1
356,24,14,19,14,10,3,5,4,9,4,76,25,23,18,19,7,7,4,7,6,4,468,34,HOME,1,0
86,29,30,27,11,12,1,4,8,4,5,77,22,15,23,17,8,7,2,4,6,7,281,33,HOME,3,0
6,10,6,10,11,3,0,4,1,3,4,4,27,14,5,10,7,1,0,5,2,0,155,14,AWAY,1,2
1,20,19,29,16,6,1,5,4,1,8,6,18,15,18,18,5,6,2,4,4,4,474,24,HOME,3,0
471,4,3,6,1,1,0,0,0,0,2,584,0,1,6,3,0,0,1,0,0,2,530,2,HOME,4,1
356,1,3,9,5,0,1,3,0,0,4,65,4,6,3,6,1,1,1,2,2,0,619,7,AWAY,0,1
57,30,19,21,20,8,5,3,4,8,5,68,19,6,30,31,4,3,10,1,3,12,468,32,HOME,4,0
2,27,38,26,15,7,5,3,6,6,3,9,22,19,27,21,5,6,4,4,3,8,155,29,HOME,2,0
99,25,22,26,19,5,8,5,3,8,8,98,31,21,17,17,12,4,3,6,7,5,290,36,AWAY,0,1
88,15,11,19,10,5,2,2,3,0,7,558,7,9,18,11,2,4,4,1,2,6,519,18,HOME,3,1
62,7,6,7,5,2,1,1,1,2,1,63,6,3,11,10,1,1,2,0,1,3,151,7,HOME,3,0
338,6,7,7,3,2,0,1,2,0,2,394,0,3,10,6,0,1,3,0,1,2,151,6,HOME,3,1
5,11,14,8,10,2,3,1,5,0,2,24,8,5,17,12,2,0,5,0,3,3,155,12,TIE,3,3
64,40,24,8,7,12,2,0,9,5,1,346,19,22,22,19,7,2,5,5,5,5,151,28,HOME,5,0
81,51,29,22,14,16,2,0,8,5,5,80,15,12,26,31,2,5,11,3,4,11,519,35,HOME,1,0
88,5,4,3,10,0,1,2,1,0,2,559,3,10,4,2,1,1,1,2,0,1,281,5,AWAY,2,6
67,19,12,20,20,7,1,8,2,7,6,62,23,20,21,21,7,4,5,4,3,8,151,30,HOME,3,2
471,8,10,4,5,1,2,0,3,0,0,586,7,5,5,11,0,0,3,1,1,1,638,5,TIE,3,3
86,19,28,24,8,8,1,4,8,2,4,81,42,27,10,16,10,3,1,9,3,1,281,26,AWAY,0,1
99,3,1,2,4,0,0,1,0,0,1,113,0,7,7,0,0,0,0,1,0,1,530,1,AWAY,3,4
6,18,16,24,21,5,6,3,4,4,6,16,25,15,31,23,5,4,5,3,3,8,474,27,AWAY,0,3
563,4,4,8,4,1,1,2,1,0,2,61,10,5,1,4,3,1,0,2,1,0,151,6,TIE,0,0
4,40,18,10,17,10,2,0,6,4,2,3,20,23,19,16,7,1,4,5,2,5,155,23,HOME,3,2
5890,20,15,30,30,2,5,7,4,2,7,102,40,37,15,22,8,2,4,8,4,1,530,26,AWAY,2,7
95,4,4,4,5,0,5,1,2,3,1,298,8,5,3,11,2,2,3,2,3,0,281,11,AWAY,0,1
5890,1,6,9,6,0,0,3,2,0,2,100,8,4,2,8,1,2,1,2,1,0,530,6,AWAY,0,1
488,1,2,3,4,0,0,1,1,0,1,471,5,4,1,2,1,1,0,1,0,0,638,2,AWAY,1,4
57,17,20,15,8,6,2,1,4,2,2,394,3,7,17,11,1,2,6,1,2,5,151,16,HOME,1,0
586,11,16,21,22,4,2,6,4,1,7,584,14,12,22,21,3,4,6,3,1,7,530,23,AWAY,1,3
66,6,2,4,2,2,0,1,0,2,1,338,5,3,3,2,2,1,0,1,1,1,468,5,HOME,1,0
558,27,21,34,23,7,4,6,2,5,10,298,15,19,21,26,2,6,9,6,4,7,281,33,HOME,2,1
278,24,9,20,15,6,5,2,1,5,6,82,18,14,14,8,7,1,4,3,8,2,281,24,TIE,2,2
12,8,15,21,14,1,2,4,2,3,3,29,10,8,15,18,1,1,6,1,2,4,474,14,AWAY,0,1
82,18,16,15,8,7,1,4,4,8,2,87,20,8,16,29,3,4,7,3,1,8,281,25,HOME,2,1
715,9,2,12,14,2,1,4,0,1,5,397,9,5,12,7,3,2,1,1,1,5,151,12,HOME,2,1
112,10,6,7,8,3,0,3,1,2,2,450,5,4,5,4,2,2,2,2,1,2,530,10,AWAY,0,1
471,16,8,8,14,3,4,1,2,2,3,115,5,8,9,12,2,1,5,1,3,3,290,14,TIE,0,0
19,10,6,9,5,3,2,0,1,0,3,3,8,6,8,5,2,3,0,2,0,2,474,8,HOME,3,0
1,12,11,26,12,4,1,4,2,1,7,11,11,9,11,12,3,4,3,3,2,4,474,18,HOME,3,1
81,13,4,3,4,2,1,0,2,0,1,298,4,3,2,7,1,1,2,1,1,0,281,5,TIE,2,2
99,10,2,4,1,3,0,0,0,1,2,1107,3,1,4,2,2,0,1,1,0,2,290,5,HOME,3,0
1107,6,0,8,7,2,0,2,0,0,4,112,10,3,4,7,3,0,2,1,0,2,530,7,HOME,1,0
106,11,8,27,24,1,5,7,0,5,8,107,17,15,26,15,5,6,3,2,3,7,290,25,TIE,0,0
88,17,13,25,11,6,2,3,3,0,10,745,12,6,18,18,4,2,7,0,5,6,519,23,HOME,2,0
278,3,1,3,3,1,0,1,0,1,1,92,1,5,5,2,0,0,1,1,1,1,281,3,HOME,2,1
104,19,12,7,12,5,1,2,3,4,0,584,5,7,16,9,2,3,3,1,0,6,530,14,HOME,4,3
113,26,30,24,23,8,3,6,8,5,5,115,17,17,28,21,6,6,6,4,3,10,530,34,HOME,2,1
92,31,20,26,17,9,3,5,6,3,8,80,15,12,25,29,2,5,10,3,4,10,519,33,HOME,2,1
2,12,15,11,7,3,1,2,3,1,2,16,10,10,11,10,1,3,2,2,1,3,155,11,HOME,2,1
115,2,4,3,1,1,1,0,1,1,1,586,2,3,3,4,1,0,2,0,2,0,290,4,TIE,1,1
445,9,8,16,9,3,1,3,0,3,4,102,12,14,14,5,3,1,3,2,2,3,290,13,HOME,3,2
340,15,13,25,21,2,6,5,3,3,8,715,16,9,24,28,5,2,7,2,2,9,151,26,AWAY,1,2
1107,9,10,18,12,2,5,3,3,1,7,103,7,9,19,15,2,3,5,0,5,6,290,20,TIE,1,1
558,15,13,14,10,3,3,2,2,2,3,299,4,8,21,9,0,3,4,1,1,6,281,14,HOME,2,0
16,9,10,11,7,1,3,1,2,1,3,14,8,3,17,7,2,2,2,0,2,3,155,10,TIE,2,2
87,20,9,19,29,3,4,7,3,1,9,298,13,16,16,21,2,6,6,5,4,4,281,26,AWAY,0,2
29,18,13,23,32,2,2,10,2,5,7,2,22,17,13,35,6,1,8,5,5,3,474,27,TIE,1,1
79,19,12,15,17,4,5,3,3,5,4,86,25,21,7,9,8,4,0,7,4,1,519,23,AWAY,1,4
79,7,5,7,4,2,3,0,1,3,2,95,10,5,10,7,2,4,0,1,1,3,519,10,HOME,3,1
4,10,3,2,0,3,0,0,2,0,1,6,3,0,15,5,0,2,1,0,0,3,599,5,HOME,3,0
76,7,6,5,8,1,3,1,1,3,1,340,4,5,6,19,0,1,4,2,1,2,468,9,TIE,1,1
471,31,16,21,31,5,8,4,3,6,7,112,14,20,29,22,4,6,7,5,3,8,290,32,TIE,0,0
559,22,26,19,14,7,7,2,8,5,4,250,15,12,23,14,3,10,3,4,5,8,519,32,TIE,1,1
110,2,1,2,2,1,0,1,1,0,1,470,0,0,5,5,0,1,1,0,0,2,290,3,HOME,1,0
99,6,6,5,5,2,1,1,1,2,1,115,4,0,2,4,3,0,2,0,1,2,530,7,HOME,1,0
109,35,24,15,10,13,1,0,10,2,3,5890,21,15,34,32,2,5,8,4,2,8,530,28,HOME,4,0
62,21,20,21,21,6,4,5,4,3,8,64,44,24,8,9,13,2,0,9,5,1,151,29,TIE,0,0
66,2,10,4,10,0,1,3,3,0,0,57,4,5,4,6,2,0,2,2,0,2,619,7,AWAY,0,1
65,50,26,9,11,14,0,1,9,2,3,563,23,14,21,20,7,3,5,4,3,7,151,28,HOME,1,0
263,11,8,23,5,4,3,2,1,1,7,745,10,4,14,14,3,1,6,0,3,5,519,17,TIE,1,1
104,22,16,17,18,5,2,4,3,6,3,112,17,14,19,11,6,1,5,3,4,4,530,22,TIE,2,2
356,2,3,3,2,1,0,1,0,2,0,338,3,3,2,1,1,1,0,1,1,0,468,3,AWAY,1,2
346,6,6,20,13,1,4,4,1,3,6,66,20,10,13,10,5,4,1,2,3,4,468,18,HOME,2,0
586,5,5,7,4,2,1,1,1,0,3,113,6,11,8,2,3,0,1,2,1,1,530,7,TIE,0,0
2,4,5,5,2,1,0,1,1,1,1,4,10,1,2,0,3,0,0,1,0,1,599,4,AWAY,0,1
278,6,4,8,7,2,0,2,0,3,3,81,16,7,5,5,4,1,0,2,1,2,519,9,AWAY,0,3
24,4,6,10,6,1,1,2,1,0,4,15,6,4,13,6,2,0,2,1,0,4,474,8,HOME,1,0
113,10,17,14,8,3,2,3,3,4,2,112,13,11,10,10,4,1,4,3,3,2,530,16,AWAY,1,2
62,8,6,12,10,3,1,3,1,1,5,68,12,3,12,18,2,1,4,1,1,5,468,13,AWAY,0,2
3,12,10,11,9,3,4,1,4,0,3,6,12,14,9,9,4,3,1,4,1,2,474,14,HOME,2,1
721,34,29,20,9,10,6,1,9,3,5,5,49,39,18,14,13,3,1,11,3,3,155,33,TIE,0,0
57,8,5,7,5,3,1,0,1,2,2,1044,7,6,6,7,1,3,1,2,0,2,468,8,HOME,1,0
99,2,5,6,2,1,0,1,0,1,1,584,5,2,4,3,1,0,1,1,0,1,638,3,AWAY,1,2
3,13,13,15,15,4,1,4,3,2,4,9,14,15,17,11,4,3,1,3,3,4,155,17,HOME,3,1
559,4,6,7,4,1,1,1,3,0,2,92,6,7,7,2,2,0,1,2,1,2,519,7,HOME,3,2
445,3,2,6,2,1,1,1,0,1,3,98,6,8,6,4,2,1,0,1,2,1,290,6,TIE,1,1
86,18,12,5,6,5,2,0,4,3,1,92,15,11,11,7,4,1,2,4,1,3,519,14,HOME,3,1
11,16,18,17,13,4,5,3,5,3,4,15,14,19,32,20,4,1,7,4,0,8,474,23,HOME,4,0
4,12,8,8,3,3,1,0,1,3,1,18,12,7,2,7,3,1,1,3,0,1,474,8,HOME,1,0
24,8,10,22,15,3,1,5,1,2,6,28,12,9,16,11,5,0,4,1,2,6,474,17,HOME,2,1
108,6,6,2,4,2,1,1,3,0,1,104,5,1,6,3,1,3,0,1,0,3,290,7,HOME,2,0
106,5,5,15,15,0,2,5,0,1,4,471,13,7,6,11,3,2,1,2,2,2,290,11,AWAY,0,2
102,40,40,17,22,8,2,4,9,4,1,110,41,23,16,11,12,3,0,8,2,3,530,27,HOME,3,2
78,16,10,9,4,7,2,0,2,6,1,80,11,8,13,11,6,0,3,1,3,5,281,17,HOME,1,0
2,10,8,6,14,3,1,3,3,2,1,15,10,9,22,10,3,0,3,2,0,5,474,12,AWAY,1,5
563,16,9,13,21,3,1,7,3,3,4,338,19,27,10,9,7,2,1,7,1,3,468,20,AWAY,1,2
2,12,11,9,18,3,1,4,4,2,2,16,16,11,17,11,4,2,2,2,3,3,474,15,AWAY,2,4
62,15,16,24,13,6,3,3,3,3,7,67,12,12,24,12,5,5,3,3,2,7,468,24,TIE,2,2
100,8,4,2,8,1,2,1,2,2,0,104,7,5,2,5,2,1,2,2,1,0,530,7,TIE,1,1
1107,15,11,37,37,2,4,12,3,1,15,586,23,22,37,30,7,4,8,4,2,12,530,36,TIE,1,1
11,17,22,19,18,4,4,4,7,2,4,12,26,17,16,21,5,5,3,4,4,4,155,24,TIE,1,1
299,18,17,32,23,3,5,7,2,4,10,558,25,20,31,22,6,4,6,2,4,9,281,30,TIE,3,3
28,18,14,25,16,6,1,5,3,2,8,11,16,18,17,13,4,6,3,5,3,4,474,24,TIE,2,2
354,11,25,26,17,3,4,8,6,2,8,397,17,15,30,17,6,4,5,3,2,11,151,30,AWAY,1,2
346,22,12,34,23,6,6,6,2,4,12,67,19,18,37,18,6,8,4,5,2,11,468,35,HOME,2,1
64,32,23,7,7,10,2,0,9,2,1,354,6,18,22,11,2,3,6,4,2,7,151,23,HOME,4,3
328,11,9,11,7,4,0,2,1,3,3,563,10,6,9,14,2,1,4,1,3,2,468,12,HOME,3,0
12,8,19,29,29,1,2,9,3,4,6,19,27,14,25,16,6,3,3,3,1,9,474,24,AWAY,0,3
29,17,13,23,31,2,1,10,2,4,7,1,22,19,29,18,6,2,5,4,1,8,474,25,AWAY,1,2
61,7,6,4,5,1,1,1,1,1,0,354,3,3,5,3,1,1,1,1,0,1,619,4,HOME,4,0
73,31,21,28,16,10,3,4,3,7,7,62,22,19,32,17,8,6,3,4,3,10,468,33,HOME,1,0
397,20,17,26,27,5,6,7,3,7,8,65,52,41,22,13,14,2,2,10,1,7,468,35,AWAY,0,5
1044,22,15,34,28,5,6,7,3,1,14,338,35,32,21,15,11,4,3,7,4,7,468,35,HOME,4,1
584,6,8,4,3,2,2,1,2,1,2,471,12,5,6,10,3,1,1,1,2,2,290,9,TIE,0,0
278,1,0,2,2,0,0,1,0,0,1,299,0,4,3,0,0,0,0,1,1,0,281,1,AWAY,1,2
338,5,13,3,6,2,0,2,4,0,0,76,5,3,5,4,2,1,1,2,0,2,619,8,HOME,1,0
721,20,22,8,8,4,2,1,6,1,1,2,12,9,9,18,3,1,4,3,2,2,474,14,HOME,3,1
586,14,14,11,11,6,1,4,2,10,1,115,11,8,15,16,4,3,6,1,4,6,290,23,HOME,1,0
100,28,16,13,17,6,4,1,4,4,4,98,19,13,9,12,7,3,2,3,6,2,290,22,TIE,1,1
77,16,14,19,13,6,7,2,3,6,5,78,23,20,12,7,11,2,1,6,6,3,281,28,HOME,2,0
285,0,3,0,3,0,1,1,2,0,0,299,2,2,2,4,0,2,1,0,3,0,635,5,TIE,0,0
18,38,26,19,20,11,2,3,8,3,6,11,19,29,23,19,4,7,5,9,3,5,474,32,HOME,3,0
354,2,3,5,2,1,0,1,1,0,1,62,9,3,1,4,2,0,0,2,0,0,619,3,AWAY,1,2
76,16,13,11,14,4,4,2,3,5,2,65,27,27,14,9,7,1,2,6,1,3,468,19,HOME,3,2
102,4,3,3,0,1,0,0,0,1,0,470,0,0,4,0,0,1,0,0,0,1,290,1,HOME,4,0
354,14,29,28,20,4,4,9,8,2,8,65,56,33,10,12,17,0,1,12,2,3,151,34,AWAY,1,3
16,31,16,30,29,5,4,7,3,4,9,3,31,32,26,24,9,1,6,8,2,6,155,31,AWAY,1,4
103,13,11,14,13,3,2,3,2,2,4,98,7,9,9,10,2,3,3,4,0,4,530,15,AWAY,2,3
1107,9,11,20,12,2,6,3,3,1,8,586,14,14,11,11,6,1,4,2,9,1,290,22,TIE,0,0
82,5,2,5,1,3,0,1,0,2,1,83,6,3,7,2,3,1,0,1,1,1,635,7,AWAY,0,1
112,6,4,5,4,2,1,1,2,0,2,445,3,2,6,4,1,1,2,0,1,3,290,7,HOME,1,0
12,9,20,29,33,1,2,10,4,4,6,3,25,27,19,13,7,4,2,9,1,4,474,26,AWAY,1,4
559,1,6,3,2,0,1,1,3,0,1,86,6,6,3,3,2,1,0,2,1,0,519,5,AWAY,0,1
62,5,1,5,7,2,0,2,0,1,2,356,2,5,3,4,1,0,3,1,2,0,468,6,AWAY,0,2
745,5,3,13,12,1,1,6,0,2,5,81,25,11,9,7,6,1,0,4,1,3,519,14,AWAY,1,2
346,16,17,16,18,5,2,5,4,4,4,328,14,11,24,21,4,1,6,2,4,7,151,23,TIE,0,0
86,7,5,5,1,3,0,0,1,1,1,80,4,2,4,0,3,0,0,0,1,2,281,5,HOME,1,0
250,16,14,28,15,4,10,4,4,5,10,81,52,29,22,16,16,2,1,8,5,5,519,36,AWAY,0,1
67,0,1,3,1,0,0,1,0,0,1,57,2,1,0,1,1,0,0,1,0,0,468,1,AWAY,0,1
340,4,4,4,5,1,0,1,1,1,1,74,3,2,7,6,0,2,1,0,0,2,619,4,HOME,2,0
74,3,3,10,7,0,2,2,0,1,3,73,6,13,3,6,1,2,1,4,0,0,619,8,AWAY,0,1
24,4,2,11,7,1,0,3,0,2,2,6,1,4,5,6,1,0,3,1,0,3,155,7,AWAY,0,2
103,12,16,29,18,4,4,6,2,5,9,471,31,13,18,31,5,7,4,3,4,7,290,29,HOME,2,1
1107,13,10,30,23,2,3,9,3,1,12,98,15,24,22,15,5,5,4,8,2,6,530,29,TIE,2,2
5,15,21,8,10,4,3,1,7,0,2,721,24,7,11,6,7,2,0,2,2,4,155,16,HOME,1,0
80,11,10,19,23,1,4,7,3,3,6,89,16,7,26,13,6,2,5,0,1,10,519,23,HOME,1,0
104,20,15,15,16,5,1,4,3,5,2,98,10,11,14,12,3,4,3,5,0,5,530,19,AWAY,0,2
394,6,8,28,22,1,2,11,1,3,9,57,30,25,26,11,11,2,1,5,3,5,151,26,AWAY,1,2
715,11,3,15,15,3,1,4,0,1,6,76,10,5,7,11,3,2,3,2,2,3,151,14,HOME,2,1
99,3,3,4,4,0,1,1,0,1,1,109,6,1,0,4,2,0,0,1,1,0,530,3,TIE,0,0
1044,12,11,12,9,3,2,2,3,0,4,57,16,16,10,8,5,2,1,4,1,1,151,13,AWAY,1,2
328,8,6,11,7,3,0,2,0,3,3,61,7,18,12,5,2,2,1,5,0,1,468,10,AWAY,2,4
79,5,2,2,6,2,0,2,1,1,2,78,12,5,1,1,3,1,0,2,1,0,635,8,AWAY,1,3
61,9,5,1,3,3,0,0,2,0,0,1044,8,2,3,4,2,1,0,1,0,1,151,4,HOME,2,0
586,9,10,6,10,3,1,3,2,6,0,107,11,9,20,10,3,3,2,1,1,5,290,14,HOME,2,1
563,27,14,25,25,8,3,6,4,3,9,62,24,22,21,21,8,4,5,5,3,8,151,32,AWAY,0,2
104,3,1,6,3,0,3,0,1,0,3,584,6,5,1,3,2,1,1,1,1,1,290,6,TIE,0,0
263,6,5,16,2,3,2,1,0,1,5,78,7,5,4,3,3,3,0,2,3,1,519,11,TIE,1,1
89,7,2,12,6,3,2,2,0,0,5,79,11,5,7,6,3,3,0,1,3,2,519,11,TIE,2,2
57,13,7,11,10,3,4,0,1,3,3,340,7,8,10,22,1,1,5,2,2,3,468,13,TIE,2,2
10,11,8,28,23,3,2,6,1,2,9,721,25,17,12,8,7,4,1,5,2,4,155,22,AWAY,1,3
354,0,5,4,4,0,1,2,2,0,2,67,3,1,2,8,0,0,4,0,2,1,151,6,TIE,0,0
